LikeID,UserID,PostID,DateLiked
2429,13,28363,2019-05-04 17:39:40
2430,15,32558,2019-11-20 13:29:26
2431,20,41530,2019-03-01 15:14:14
2432,21,42042,2020-01-22 14:30:12
2433,34,69974,2018-08-24 22:49:56
2434,21,43489,2020-01-03 17:50:02
2435,50,105915,2013-02-21 23:53:42
2436,45,94842,2013-12-23 03:31:38
2437,1,1137,2019-11-13 12:43:53
2438,41,88663,2017-01-30 01:08:05
2439,11,24017,2011-12-12 16:25:57
2440,1,1475,2019-10-24 02:05:04
2441,4,8054,2015-09-25 22:16:07
2442,49,103147,2019-12-02 10:31:34
2443,9,19275,2017-08-17 09:31:49
2444,2,4891,2019-06-30 07:05:29
2445,34,71630,2014-05-08 02:50:24
2446,14,31794,2013-02-04 19:46:44
2447,40,84083,2017-09-30 02:22:08
2448,3,6174,2019-08-12 18:45:39
2449,41,88122,2017-06-22 08:16:20
2450,31,63525,2019-11-13 20:33:48
2451,10,21698,2019-04-11 12:03:37
2452,20,40754,2019-11-28 02:11:54
2453,16,33461,2019-05-22 21:17:17
2454,12,25006,2018-07-30 14:32:24
2455,11,24468,2010-07-07 06:02:09
2456,8,18592,2017-10-02 15:42:56
2457,14,29534,2017-11-21 15:14:15
2458,1,2678,2019-08-10 02:30:46
2459,35,72090,2019-11-01 05:56:48
2460,5,12596,2012-03-26 18:42:49
2461,41,87658,2017-11-06 12:47:14
2462,43,93070,2018-08-24 22:56:43
2463,8,17659,2018-05-13 10:40:15
2464,29,60912,2017-10-28 18:50:35
2465,40,84502,2016-06-06 21:46:16
2466,13,28501,2019-04-23 16:44:08
2467,18,37746,2019-02-26 00:38:13
2468,14,29393,2018-09-18 10:58:34
2469,46,95976,2016-04-03 21:59:58
2470,30,61977,2019-11-05 05:59:53
2471,17,33888,2019-06-06 00:37:42
2472,35,72465,2019-09-09 02:01:18
2473,5,10672,2018-01-29 03:21:11
2474,26,55275,2013-12-25 15:50:34
2475,49,103416,2019-10-23 16:31:01
2476,39,82853,2014-11-20 23:00:29
2477,15,32505,2019-11-24 19:14:07
2478,27,57310,2017-04-21 13:13:59
2479,46,96365,2015-11-15 06:07:13
2480,32,67357,2017-10-16 01:59:01
2481,40,85861,2015-05-08 16:44:22
2482,50,105248,2016-02-02 22:17:52
2483,25,52956,2017-12-20 23:00:11
2484,31,64612,2014-07-17 20:13:21
2485,38,80367,2017-11-22 23:00:33
2486,7,15042,2019-12-09 09:17:57
2487,46,96057,2016-02-15 23:43:01
2488,11,23926,2012-03-17 01:46:48
2489,25,52763,2018-02-03 06:43:41
2490,39,82197,2017-07-15 20:54:23
2491,1,641,2019-12-10 22:21:12
2492,29,60404,2018-10-05 19:53:29
2493,6,14659,2016-09-18 23:11:05
2494,25,52723,2018-02-09 22:26:59
2495,33,69508,2019-10-07 23:28:51
2496,33,68229,2019-12-10 02:46:44
2497,10,23088,2014-01-11 01:22:27
2498,4,7656,2019-11-06 17:19:16
2499,14,31172,2013-07-24 21:30:19
2500,15,33009,2019-10-17 01:11:05
2501,6,14418,2017-05-15 03:08:41
2502,31,63531,2019-11-04 20:53:45
2503,38,80573,2017-09-13 20:29:21
2504,13,27289,2019-09-17 10:40:08
2505,15,32972,2019-10-19 15:57:54
2506,32,66583,2018-08-08 04:23:59
2507,5,11938,2013-05-18 19:28:04
2508,27,55397,2019-12-13 05:07:24
2509,24,50015,2019-09-14 14:05:21
2510,3,7189,2019-01-01 19:27:38
2511,12,25372,2017-01-18 07:06:18
2512,48,100460,2020-01-19 08:01:04
2513,12,25174,2017-12-02 06:23:06
2514,27,56634,2018-04-10 22:18:50
2515,37,76794,2017-07-21 13:16:00
2516,33,67478,2020-01-19 21:10:59
2517,10,22219,2017-10-21 00:23:38
2518,37,77676,2014-12-19 20:30:43
2519,1,2411,2019-08-27 21:30:14
2520,36,74182,2015-03-22 08:43:26
2521,6,13698,2018-04-16 17:11:19
2522,47,97280,2019-11-16 20:10:08
2523,47,98717,2017-09-30 04:55:46
2524,24,49831,2019-09-30 08:43:29
2525,39,82724,2015-06-26 16:16:49
2526,33,69364,2019-10-15 12:26:50
2527,16,33387,2019-08-24 20:15:21
2528,2,3635,2019-10-29 11:12:50
2529,38,81430,2017-01-24 20:49:00
2530,14,31278,2013-06-24 14:48:11
2531,10,23000,2014-10-03 07:07:21
2532,2,5106,2019-06-13 16:20:46
2533,32,66005,2019-02-27 03:08:01
2534,39,83316,2013-08-26 04:39:23
2535,2,4698,2019-07-18 17:35:05
2536,18,38374,2018-12-06 19:03:19
2537,13,28071,2019-05-24 17:32:20
2538,38,80045,2018-04-16 19:23:19
2539,26,55058,2014-03-01 02:12:22
2540,38,79733,2018-09-18 00:03:20
2541,35,72334,2019-09-27 19:10:28
2542,3,7330,2018-12-01 18:01:10
2543,38,81493,2017-01-07 01:30:13
2544,28,59155,2015-04-02 16:20:01
2545,9,18767,2019-09-11 07:38:53
2546,23,46604,2019-12-31 16:01:38
2547,6,13583,2018-11-30 01:34:08
2548,35,73247,2019-02-24 00:22:50
2549,41,86949,2019-04-22 08:41:17
2550,43,92845,2018-11-05 18:24:18
2551,11,24153,2011-09-06 10:24:59
2552,46,95887,2016-05-30 17:22:06
2553,10,21525,2019-07-07 20:40:37
2554,23,47028,2019-12-06 04:36:37
2555,30,62315,2018-07-19 16:21:17
2556,4,7871,2016-08-03 08:59:41
2557,7,15381,2019-02-09 03:59:28
2558,26,53216,2019-08-15 17:35:21
2559,27,56741,2018-02-27 15:29:20
2560,18,37121,2019-05-15 00:31:49
2561,41,87069,2018-12-08 14:04:27
2562,37,76647,2018-02-14 14:40:55
2563,1,913,2019-11-27 21:26:44
2564,13,28194,2019-05-16 08:57:28
2565,23,47548,2019-11-08 19:46:23
2566,18,38301,2018-12-13 22:55:34
2567,24,48917,2019-12-22 21:02:38
2568,9,19261,2017-08-28 17:33:06
2569,5,12472,2012-06-10 00:54:39
2570,48,102205,2020-01-08 00:21:05
2571,28,58245,2018-08-24 11:45:52
2572,5,12098,2013-01-12 04:31:48
2573,37,76284,2019-03-17 23:56:00
2574,39,83323,2013-08-26 00:15:21
2575,36,75270,2013-01-21 00:06:20
2576,41,86821,2019-10-14 11:44:42
2577,26,54372,2016-03-03 18:55:27
2578,49,102895,2020-01-10 16:29:14
2579,31,64447,2015-01-02 00:15:17
2580,49,103962,2019-07-31 01:09:00
2581,46,96074,2016-02-08 06:18:56
2582,38,80589,2017-09-09 00:30:02
2583,43,92104,2019-06-18 09:51:36
2584,45,93708,2017-03-05 04:21:02
2585,35,72026,2019-11-08 22:32:39
2586,30,61933,2020-01-03 05:16:21
2587,32,67112,2018-06-09 23:39:50
2588,31,65481,2012-03-14 13:42:48
2589,29,61294,2017-02-20 18:40:36
2590,14,31761,2013-02-17 00:16:56
2591,27,55941,2019-01-10 05:13:13
2592,22,45648,2016-02-26 02:13:44
2593,35,73020,2019-05-10 02:43:02
2594,11,23963,2012-02-25 00:42:22
2595,38,80243,2018-01-11 00:45:14
2596,14,31293,2013-06-24 13:02:26
2597,14,31179,2013-07-23 00:37:11
2598,49,103871,2019-08-17 23:09:01
2599,26,54434,2015-10-17 18:02:10
2600,32,66623,2018-08-02 00:11:42
2601,21,43856,2019-12-29 19:29:57
2602,27,56953,2017-10-31 13:24:58
2603,14,30917,2013-09-22 09:39:58
2604,14,30263,2014-08-21 03:48:08
2605,1,1604,2019-10-19 10:00:28
2606,19,40017,2015-08-26 02:39:13
2607,27,56131,2018-10-08 16:04:33
2608,22,45995,2015-02-23 06:23:58
2609,29,60839,2018-03-06 21:06:09
2610,17,35059,2018-08-17 23:25:07
2611,2,5362,2019-05-21 16:08:43
2612,40,84856,2016-02-04 21:35:43
2613,2,5263,2019-05-30 19:15:48
2614,15,32833,2019-10-30 19:49:44
2615,31,63805,2017-12-12 18:49:54
2616,28,58207,2018-10-02 11:00:01
2617,40,84837,2016-02-11 21:42:15
2618,36,74898,2013-06-30 03:39:54
2619,41,87686,2017-11-05 10:51:58
2620,46,97177,2015-07-03 12:59:39
2621,6,13109,2019-05-30 20:02:04
2622,36,74736,2013-08-24 07:28:41
2623,19,39838,2015-12-23 01:11:26
2624,47,98184,2018-08-29 16:45:29
2625,48,99832,2020-01-22 22:31:08
2626,41,87140,2018-11-06 15:16:50
2627,48,101323,2020-01-14 06:35:03
2628,14,31127,2013-08-05 22:47:11
2629,34,71066,2014-12-02 20:45:57
2630,19,39708,2016-03-13 21:20:20
2631,37,77909,2014-04-17 14:31:38
2632,36,75772,2012-03-27 20:52:10
2633,6,13001,2019-06-26 17:00:45
2634,27,55457,2019-10-23 19:35:21
2635,14,29244,2019-07-09 17:48:35
2636,8,17450,2018-07-11 20:43:42
2637,33,69115,2019-10-27 21:57:24
2638,14,30751,2013-11-01 09:28:35
2639,35,71997,2019-11-12 17:09:24
2640,3,6100,2019-09-15 15:29:59
2641,39,82751,2015-05-06 05:22:12
2642,48,100434,2020-01-19 12:22:32
2643,45,94752,2014-02-09 20:02:54
2644,11,23682,2013-03-19 04:40:13
2645,26,53230,2019-08-03 18:08:57
2646,13,27284,2019-09-17 10:43:15
2647,45,95193,2013-09-17 11:51:35
2648,23,48255,2019-09-28 21:26:53
2649,38,79390,2019-03-01 21:13:24
2650,3,7350,2018-12-01 07:17:56
2651,19,39463,2016-10-20 05:37:03
2652,2,3994,2019-09-20 20:38:20
2653,47,99223,2017-04-23 03:37:48
2654,24,50343,2019-08-11 16:22:45
2655,49,104337,2019-06-13 20:05:29
2656,2,4789,2019-07-10 13:37:13
2657,36,74025,2015-12-11 11:05:23
2658,48,100628,2020-01-18 04:01:03
2659,35,73298,2019-02-08 05:17:56
2660,13,28390,2019-05-03 03:06:25
2661,32,66064,2019-02-18 04:15:27
2662,2,4001,2019-09-19 22:22:04
2663,39,82074,2018-01-22 13:48:37
2664,37,76202,2019-06-11 18:58:01
2665,37,78223,2013-06-08 07:15:18
2666,31,64124,2015-12-23 20:45:02
2667,22,45930,2015-04-07 13:14:09
2668,49,104247,2019-06-26 18:58:28
2669,33,68274,2019-12-08 04:14:21
2670,38,80442,2017-10-26 20:30:08
2671,4,7885,2016-06-24 15:03:09
2672,23,46378,2020-01-14 02:06:52
2673,38,81127,2017-04-10 23:45:06
2674,11,23399,2016-04-25 11:00:29
2675,50,106470,2010-03-08 13:01:26
2676,9,18773,2019-08-28 19:00:01
2677,1,2274,2019-09-07 18:55:51
2678,11,23860,2012-04-28 22:35:15
2679,28,59605,2014-10-06 03:33:35
2680,4,10080,2011-03-28 17:41:02
2681,14,29957,2015-02-14 21:57:32
2682,8,17478,2018-07-06 14:49:32
2683,7,16076,2017-08-15 12:46:07
2684,8,17039,2018-12-20 22:26:30
2685,6,14681,2016-07-13 19:00:02
2686,18,35919,2019-12-15 17:34:41
2687,18,38449,2018-11-27 21:02:21
2688,1,2630,2019-08-11 17:01:42
2689,49,103995,2019-07-26 01:01:01
2690,14,30988,2013-09-12 11:53:35
2691,14,29697,2016-09-24 01:03:15
2692,18,36954,2019-06-05 18:36:09
2693,32,66942,2018-07-02 02:47:50
2694,13,26558,2019-12-02 04:09:22
2695,9,18743,2019-10-21 17:08:12
2696,43,93117,2018-08-08 19:17:06
2697,11,24185,2011-08-15 09:46:45
2698,2,5056,2019-06-17 02:23:26
2699,11,24485,2010-06-04 17:32:50
2700,47,98683,2017-11-14 01:07:35
2701,6,14788,2015-04-02 18:50:46
2702,34,70628,2016-03-16 18:59:53
2703,50,105769,2013-09-17 10:13:12
2704,21,42301,2020-01-19 07:33:07
2705,49,104424,2019-05-26 17:05:36
2706,19,38881,2017-12-15 02:24:53
2707,46,95773,2016-08-17 02:40:45
2708,19,40421,2014-12-28 00:01:06
2709,31,64329,2015-05-25 02:55:00
2710,31,64554,2014-10-19 17:14:21
2711,18,36553,2019-09-10 19:58:16
2712,3,6697,2019-02-16 18:22:20
2713,26,53573,2018-09-29 20:44:00
2714,9,18755,2019-09-30 07:28:44
2715,28,59851,2014-04-28 03:51:30
2716,40,86116,2015-03-04 21:14:50
2717,21,44561,2019-12-19 17:40:06
2718,18,35905,2019-12-17 23:56:32
2719,5,12746,2011-12-27 00:22:03
2720,37,78571,2012-06-11 22:29:09
2721,41,89287,2017-01-12 07:47:42
2722,6,14893,2014-09-17 06:30:15
2723,13,27557,2019-08-18 06:09:43
2724,39,82464,2016-05-17 17:03:09
2725,1,2788,2019-08-04 23:02:34
2726,24,50882,2019-06-14 21:59:00
2727,35,72219,2019-10-14 16:39:14
2728,22,45733,2015-10-20 00:59:09
2729,14,29224,2019-09-02 20:59:52
2730,18,36645,2019-08-22 23:48:17
2731,26,54109,2017-03-15 22:24:46
2732,19,39340,2016-11-10 19:29:27
2733,42,90019,2019-09-29 11:44:12
2734,42,90828,2018-09-09 11:35:29
2735,29,61403,2016-11-09 00:36:55
2736,19,40257,2015-03-28 19:17:52
2737,29,61485,2016-08-17 11:12:06
2738,12,25337,2017-04-07 13:42:21
2739,47,98288,2018-05-07 00:00:43
2740,15,32914,2019-10-23 16:06:00
2741,3,7064,2019-01-19 08:05:51
2742,11,24516,2010-04-09 09:19:59
2743,34,71490,2014-05-08 02:58:31
2744,12,25910,2015-03-18 21:12:26
2745,41,88680,2017-01-30 01:02:20
2746,13,28335,2019-05-06 10:13:09
2747,32,67215,2018-04-05 05:07:04
2748,21,44448,2019-12-20 21:40:00
2749,19,40163,2015-06-12 16:10:20
2750,18,36972,2019-06-03 20:14:30
2751,20,41094,2019-07-20 12:20:09
2752,8,17597,2018-05-26 11:08:51
2753,33,67911,2019-12-29 00:03:49
2754,36,75561,2012-07-22 21:51:57
2755,25,51886,2019-05-24 14:36:57
2756,22,45819,2015-09-21 22:11:49
2757,21,42542,2020-01-16 00:40:06
2758,34,70204,2017-12-04 23:07:22
2759,21,43716,2019-12-31 14:00:08
2760,5,11566,2014-06-09 12:51:23
2761,18,35861,2019-12-24 22:42:06
2762,30,62992,2014-12-31 13:58:12
2763,17,34470,2018-12-07 03:31:14
2764,10,22978,2014-12-08 17:25:56
2765,12,25457,2016-09-30 13:02:16
2766,10,23092,2014-01-10 02:07:28
2767,32,65537,2019-12-06 01:10:56
2768,48,102780,2020-01-03 18:40:05
2769,48,101195,2020-01-15 00:59:00
2770,27,57381,2017-03-28 03:35:34
2771,30,62762,2016-07-12 15:42:56
2772,32,67274,2018-01-07 20:06:55
2773,6,13380,2019-02-08 01:47:33
2774,45,95059,2013-11-17 23:34:09
2775,25,52864,2018-01-17 04:47:32
2776,9,20548,2013-09-06 21:58:46
2777,38,80499,2017-10-07 00:43:09
2778,42,90541,2019-02-12 05:29:22
2779,27,57291,2017-05-03 12:51:55
2780,47,98456,2018-03-20 03:33:49
2781,31,64778,2013-11-07 20:33:09
2782,17,34346,2019-01-10 18:41:45
2783,17,33714,2019-11-12 18:56:02
2784,40,85616,2015-07-02 19:19:04
2785,45,94414,2015-05-17 18:04:59
2786,34,70054,2018-06-11 13:08:00
2787,50,104612,2019-09-14 15:06:41
2788,48,102602,2020-01-05 12:01:04
2789,35,71744,2019-12-23 13:22:13
2790,41,87134,2018-11-06 15:36:51
2791,50,105025,2017-03-20 21:38:14
2792,14,29356,2018-12-05 15:45:06
2793,39,82687,2015-09-09 23:53:38
2794,37,77440,2015-07-24 12:55:37
2795,47,98944,2017-06-09 04:57:17
2796,18,36288,2019-10-24 20:04:04
2797,45,94893,2013-12-10 19:22:08
2798,24,50916,2019-06-12 18:34:23
2799,28,58520,2017-12-26 16:00:01
2800,14,30285,2014-08-11 14:02:03
2801,38,79644,2018-10-31 23:05:39
2802,9,19573,2016-09-03 12:14:40
2803,13,26740,2019-11-01 13:05:03
2804,10,21716,2019-03-28 19:10:37
2805,37,77930,2014-03-26 14:02:20
2806,25,51852,2019-07-04 22:01:12
2807,32,67270,2018-01-14 17:57:16
2808,3,5638,2019-12-22 19:30:49
2809,28,59869,2014-04-26 22:20:17
2810,45,94902,2013-12-08 00:45:36
2811,36,74353,2014-10-15 14:04:48
2812,33,68797,2019-11-12 01:49:54
2813,41,87250,2018-09-04 11:06:26
2814,4,7807,2017-08-14 19:05:16
2815,23,46357,2020-01-14 19:36:14
2816,20,40953,2019-08-24 23:34:41
2817,40,84235,2016-09-22 19:00:00
2818,8,16589,2019-07-22 09:25:01
2819,48,102769,2020-01-03 20:30:07
2820,39,82175,2017-10-06 03:12:26
2821,32,66691,2018-07-26 02:00:06
2822,37,77099,2016-07-13 16:05:31
2823,34,70578,2016-06-01 23:53:55
2824,26,54625,2015-02-09 15:57:32
2825,29,60293,2018-10-31 19:04:12
2826,41,89590,2016-10-11 06:32:39
2827,30,63448,2009-10-08 10:09:01
2828,30,62308,2018-08-06 15:43:38
2829,40,83985,2019-02-14 18:32:00
2830,37,78674,2012-02-08 22:06:45
2831,31,65340,2012-05-31 17:47:49
2832,9,19132,2018-01-21 19:06:12
2833,10,22642,2016-09-08 20:41:09
2834,19,39924,2015-10-13 14:17:03
2835,31,64593,2014-08-22 17:55:07
2836,14,29308,2019-04-06 16:06:11
2837,12,24890,2019-02-07 05:04:45
2838,14,30813,2013-10-14 22:09:23
2839,45,94995,2013-11-30 03:41:03
2840,28,58877,2016-11-24 11:14:42
2841,28,57872,2019-12-25 15:06:26
2842,40,86112,2015-03-06 19:11:05
2843,48,102462,2020-01-06 15:40:05
2844,41,88491,2017-01-31 10:09:16
2845,40,85972,2015-04-06 21:43:26
2846,4,10170,2011-02-11 16:00:06
2847,48,100592,2020-01-18 08:46:03
2848,17,34660,2018-10-10 23:15:18
2849,49,103814,2019-08-26 03:42:37
2850,17,34283,2019-01-30 16:35:54
2851,28,58709,2017-07-23 19:49:57
2852,7,15802,2017-11-13 17:35:02
2853,6,14284,2017-08-08 19:05:51
2854,40,84478,2016-06-22 15:16:17
2855,26,53176,2019-09-24 03:14:42
2856,48,99866,2020-01-22 17:18:30
2857,1,2189,2019-09-14 20:52:05
2858,1,2443,2019-08-26 16:45:34
2859,31,65114,2012-10-13 14:01:54
2860,17,34965,2018-08-31 00:10:38
2861,41,87981,2017-08-01 16:13:21
2862,37,77661,2015-01-14 02:02:08
2863,20,41934,2018-02-07 03:37:11
2864,2,3798,2019-10-11 19:55:10
2865,30,63329,2011-07-03 21:37:13
2866,20,41075,2019-07-23 16:14:03
2867,3,7270,2018-12-07 03:45:22
2868,29,61406,2016-11-08 17:44:23
2869,37,77042,2016-10-04 19:15:01
2870,13,26989,2019-10-11 02:33:28
2871,25,52656,2018-02-22 14:07:38
2872,15,32666,2019-11-11 23:24:24
2873,47,99052,2017-05-18 15:37:01
2874,9,21077,2011-11-20 11:27:03
2875,41,89114,2017-01-24 22:00:16
2876,25,51672,2019-10-30 17:17:48
2877,33,69450,2019-10-11 02:20:30
2878,46,96048,2016-02-18 22:18:15
2879,29,60852,2018-02-08 13:04:29
2880,45,93724,2017-02-25 21:35:55
2881,39,83016,2014-05-28 16:01:01
2882,20,41270,2019-05-17 16:11:04
2883,4,9395,2013-01-28 01:22:35
2884,42,89935,2019-10-20 15:41:30
2885,47,97895,2019-03-18 03:12:23
2886,13,29066,2019-03-10 09:50:32
2887,8,18377,2017-11-19 11:47:24
2888,12,24828,2019-05-17 14:47:40
2889,18,37977,2019-02-01 00:37:48
2890,4,8671,2014-05-09 05:12:53
2891,22,45675,2015-12-31 04:11:55
2892,19,39317,2016-11-16 00:11:49
2893,45,94025,2016-08-19 18:31:55
2894,6,13408,2019-01-25 16:15:53
2895,21,42203,2020-01-20 21:20:08
2896,48,100144,2020-01-21 05:16:08
2897,17,33745,2019-08-16 20:58:29
2898,13,26883,2019-10-19 09:01:05
2899,14,30193,2014-10-21 19:31:18
2900,24,50921,2019-06-12 16:05:00
2901,22,45975,2015-03-08 23:28:37
2902,39,83639,2012-12-31 23:28:59
2903,13,28459,2019-04-26 04:06:10
2904,36,73929,2017-11-07 11:19:00
2905,34,71545,2014-05-08 02:55:11
2906,9,18957,2018-09-27 16:52:43
2907,32,65916,2019-03-21 15:57:08
2908,2,3702,2019-10-22 13:27:52
2909,17,34402,2018-12-24 22:36:14
2910,48,102515,2020-01-06 05:30:11
2911,27,56438,2018-06-11 20:32:53
2912,37,77348,2015-10-21 12:12:01
2913,26,54536,2015-04-10 15:30:12
2914,8,16979,2019-01-15 20:02:02
2915,13,26677,2019-11-09 07:20:27
2916,4,9736,2011-11-25 21:09:40
2917,6,14159,2017-09-29 21:40:37
2918,46,95777,2016-08-08 23:05:59
2919,47,99222,2017-04-23 09:53:34
2920,48,101184,2020-01-15 02:05:28
2921,42,90895,2018-08-12 15:17:04
2922,29,60872,2018-01-23 19:34:33
2923,18,38369,2018-12-06 22:09:48
2924,13,26998,2019-10-08 15:52:51
2925,14,31440,2013-05-17 23:20:39
2926,41,87081,2018-12-05 14:54:14
2927,13,28651,2019-04-14 02:10:43
2928,13,26794,2019-10-28 20:35:00
2929,47,99423,2017-02-09 06:40:56
2930,33,68299,2019-12-07 03:59:07
2931,23,48462,2019-09-13 01:40:26
2932,30,63430,2010-03-11 04:10:43
2933,17,34716,2018-10-03 03:42:17
2934,19,39600,2016-08-11 00:16:53
2935,8,18408,2017-11-12 22:41:21
2936,39,82958,2014-08-18 18:33:01
2937,38,80498,2017-10-07 16:30:03
2938,6,13759,2018-03-14 16:25:12
2939,39,82290,2016-11-12 18:26:34
2940,8,16730,2019-05-08 11:54:51
2941,19,39933,2015-10-08 01:21:59
2942,50,105564,2014-08-24 09:42:15
2943,50,106460,2010-04-23 00:48:29
2944,6,14461,2017-01-21 23:12:32
2945,42,89850,2019-11-11 05:21:57
2946,17,33593,2020-01-07 03:40:16
2947,29,60011,2019-11-14 21:11:10
2948,38,79125,2019-09-15 18:14:04
2949,45,95094,2013-10-31 23:32:04
2950,9,19843,2015-10-17 17:27:11
2951,5,10890,2017-08-05 05:10:45
2952,42,91131,2018-03-19 05:31:46
2953,19,40098,2015-07-14 12:45:17
2954,33,68714,2019-11-16 02:02:00
2955,8,16622,2019-07-08 06:17:36
2956,19,40364,2015-01-25 22:11:07
2957,4,8818,2013-11-27 20:28:56
2958,13,26404,2019-12-31 03:42:00
2959,6,12829,2019-10-02 18:10:23
2960,2,2931,2020-01-14 02:59:34
2961,41,86734,2019-11-04 08:17:19
2962,18,36316,2019-10-18 20:12:01
2963,24,50956,2019-06-08 08:20:00
2964,12,25111,2018-03-25 06:30:00
2965,9,19999,2014-12-21 20:08:01
2966,50,106138,2012-01-02 01:32:54
2967,7,16145,2017-06-16 08:54:49
2968,37,77763,2014-09-17 13:05:23
2969,28,59055,2015-08-19 05:07:03
2970,26,53569,2018-10-03 14:30:19
2971,29,61337,2016-12-25 15:12:28
2972,47,98333,2018-04-03 04:52:32
2973,32,67257,2018-01-28 23:39:30
2974,18,36955,2019-06-05 18:01:39
2975,23,48461,2019-09-13 03:00:29
2976,43,91667,2019-10-14 19:33:55
2977,9,20684,2013-04-17 15:33:14
2978,37,76969,2016-12-23 16:32:01
2979,47,98702,2017-10-16 20:08:10
2980,10,23143,2013-10-16 23:50:31
2981,1,1168,2019-11-10 18:30:14
2982,27,57142,2017-08-01 12:06:17
2983,1,2531,2019-08-20 23:20:05
2984,2,4528,2019-08-03 13:51:03
2985,1,1789,2019-10-05 09:14:01
2986,14,30715,2013-11-15 09:22:18
2987,10,22078,2018-03-17 04:02:59
2988,15,32842,2019-10-30 12:17:21
2989,35,72477,2019-09-09 01:40:10
2990,8,16895,2019-02-24 13:53:41
2991,14,29147,2019-10-24 01:07:04
2992,13,27919,2019-06-14 08:49:48
2993,18,37757,2019-02-23 21:53:32
2994,3,7326,2018-12-01 18:03:05
2995,29,61184,2017-05-13 14:37:38
2996,42,90127,2019-09-09 09:36:53
2997,32,65964,2019-03-09 16:01:04
2998,21,43941,2019-12-28 07:30:09
2999,22,45328,2016-09-22 01:59:52
3000,35,72562,2019-08-23 19:00:56
3001,35,73572,2018-12-06 18:02:40
3002,1,73,2020-01-19 23:22:15
3003,45,94517,2015-01-25 06:49:40
3004,26,54064,2017-06-23 01:55:16
3005,35,73676,2018-11-13 02:11:53
3006,1,2789,2019-08-04 21:15:05
3007,48,102300,2020-01-07 11:06:17
3008,9,18922,2018-11-20 19:39:47
3009,26,54555,2015-03-23 00:38:02
3010,43,92060,2019-07-03 14:55:43
3011,32,66090,2019-02-05 17:41:36
3012,31,63557,2019-10-20 16:00:58
3013,14,29838,2015-12-22 16:02:53
3014,46,96216,2015-12-09 15:09:45
3015,17,33688,2019-11-22 13:55:08
3016,23,48269,2019-09-27 19:33:03
3017,38,81335,2017-02-18 20:30:05
3018,2,3761,2019-10-16 13:05:15
3019,49,104417,2019-05-28 16:30:29
3020,8,16580,2019-07-24 17:53:28
3021,15,32056,2020-01-03 12:44:30
3022,40,86401,2014-12-15 19:49:36
3023,38,79370,2019-03-13 05:27:55
3024,41,86796,2019-11-03 17:06:40
3025,33,69290,2019-10-20 02:33:32
3026,42,89722,2019-12-24 14:46:09
3027,33,68261,2019-12-08 18:58:52
3028,41,88779,2017-01-28 22:39:35
3029,35,72645,2019-07-26 16:16:34
3030,24,48568,2020-01-22 18:46:03
3031,15,32303,2019-12-13 13:42:00
3032,8,18617,2017-09-28 11:55:57
3033,39,83096,2014-02-28 17:22:34
3034,6,13606,2018-11-12 06:07:02
3035,10,21495,2019-09-07 21:10:17
3036,6,13957,2017-11-23 19:14:07
3037,41,87873,2017-09-03 08:56:59
3038,28,58897,2016-09-15 20:36:41
3039,14,30323,2014-07-24 21:23:20
3040,11,24542,2009-11-20 05:47:13
3041,22,44939,2018-03-05 04:20:06
3042,40,85129,2015-11-20 19:34:52
3043,47,98123,2018-11-08 19:38:11
3044,3,6759,2019-02-12 18:43:56
3045,23,46352,2020-01-15 01:40:53
3046,35,73303,2019-02-08 02:11:20
3047,1,2667,2019-08-10 19:37:38
3048,46,96774,2015-09-28 00:28:44
3049,1,871,2019-11-30 10:05:56
3050,46,95958,2016-04-07 14:51:02
3051,7,16062,2017-08-29 10:56:17
3052,27,56882,2017-12-11 17:26:46
3053,21,42455,2020-01-17 00:50:02
3054,14,31214,2013-07-12 17:54:25
3055,14,29263,2019-06-09 17:07:55
3056,41,87475,2018-02-02 10:52:58
3057,26,54904,2014-08-09 23:59:56
3058,36,75488,2012-09-07 14:21:06
3059,21,43886,2019-12-29 06:01:40
3060,48,100186,2020-01-21 01:43:49
3061,43,92785,2018-11-27 08:46:29
3062,18,38531,2018-11-15 18:27:13
3063,33,68679,2019-11-17 16:31:03
3064,24,50032,2019-09-14 11:00:08
3065,22,46002,2015-02-22 16:00:38
3066,29,60851,2018-02-08 20:50:17
3067,14,30363,2014-07-11 19:33:21
3068,10,22795,2016-02-27 02:32:27
3069,47,99048,2017-05-18 17:04:46
3070,2,3279,2019-12-09 08:32:48
3071,26,53990,2017-08-14 18:32:49
3072,49,103082,2019-12-09 02:00:02
3073,45,95000,2013-11-29 18:09:51
3074,34,71005,2015-02-06 21:24:27
3075,18,36542,2019-09-11 20:16:23
3076,28,59943,2014-01-15 16:56:01
3077,19,38971,2017-10-16 01:17:51
3078,3,5961,2019-11-01 23:25:16
3079,6,13671,2018-05-02 09:26:58
3080,5,11826,2013-08-25 16:25:48
3081,13,28137,2019-05-23 16:19:49
3082,4,8833,2013-11-19 21:03:20
3083,22,45231,2016-12-07 02:24:51
3084,18,38394,2018-12-04 14:01:08
3085,6,13432,2019-01-16 23:50:19
3086,7,15219,2019-08-25 16:32:54
3087,14,29965,2015-02-05 19:36:34
3088,33,68003,2019-12-23 23:02:14
3089,50,104630,2019-07-03 20:19:20
3090,5,12571,2012-04-05 00:06:50
3091,37,76797,2017-07-18 17:35:01
3092,48,100487,2020-01-19 03:00:02
3093,23,46946,2019-12-10 04:40:01
